gender,year_of_birth,city,country,level_of_education,polarity,subjectivity,nb_messages,certificate_delivered,course_id
m,1972.0,mayenne,fr,m,0.0,0.0,1,N,MinesTelecom/04017/sessi
m,1972.0,mayenne,fr,m,0.0,0.0,1,N,MinesTelecom/04017S02/se
m,1972.0,mayenne,fr,m,0.0,0.0,1,N,MinesTelecom/04018/sessi
m,1972.0,mayenne,fr,m,0.0,0.0,1,N,MinesTelecom/04018S02/se
m,1972.0,mayenne,fr,m,0.0,0.0,1,N,MinesTelecom/04021/sessi
m,1972.0,mayenne,fr,m,0.0,0.0,1,N,MinesTelecom/04021S02/se
m,1980.0,saint-aubin-d'aubigne ,fr,other,0.37388888001441956,0.4333333373069763,1,Y,MinesTelecom/04017S02/se
m,1980.0,saint-aubin-d'aubigne ,fr,other,0.37388888001441956,0.4333333373069763,1,N,MinesTelecom/04018S02/se
m,1980.0,saint-aubin-d'aubigne ,fr,other,0.37388888001441956,0.4333333373069763,1,N,MinesTelecom/04021S02/se
m,,,,,0.25600001215934753,0.4099999964237213,1,N,course-v1:MinesTelecom+0
m,1999.0,nivelles,be,,0.14849206060171127,0.18630952884753546,3,N,course-v1:MinesTelecom+0
m,1999.0,nivelles,be,,0.14849206060171127,0.18630952884753546,3,N,MinesTelecom/04021/sessi
m,1952.0,,fr,other,0.1294675924194356,0.2541666676600774,18,N,course-v1:MinesTelecom+0
m,1952.0,,fr,other,0.1294675924194356,0.2541666676600774,18,Y,MinesTelecom/04017S02/se
m,1952.0,,fr,other,0.1294675924194356,0.2541666676600774,18,N,MinesTelecom/04018S02/se
m,1952.0,,fr,other,0.1294675924194356,0.2541666676600774,18,N,MinesTelecom/04021S02/se
m,1961.0,bordeaux,fr,hs,0.1432857151542391,0.2948917767831257,7,Y,MinesTelecom/04017/sessi
m,1961.0,bordeaux,fr,hs,0.1432857151542391,0.2948917767831257,7,Y,MinesTelecom/04018/sessi
m,1961.0,bordeaux,fr,hs,0.1432857151542391,0.2948917767831257,7,N,MinesTelecom/04021/sessi
,,,,,0.2930000126361847,0.2800000011920929,1,Y,course-v1:MinesTelecom+0
m,1992.0,cotonou,bj,m,0.041666669150193535,0.19583333283662796,3,N,MinesTelecom/04017S02/se
,,,,,0.07444444567792946,0.10074073738521999,9,N,course-v1:MinesTelecom+0
m,,,,,0.031293402425944805,0.16080555443962416,6,Y,course-v1:MinesTelecom+0
,,,,,0.1666666716337204,0.13333334028720856,1,Y,course-v1:MinesTelecom+0
f,1984.0,lamentin,mq,p,0.16366666462272406,0.3566666692495346,2,Y,MinesTelecom/04017/sessi
f,1984.0,lamentin,mq,p,0.16366666462272406,0.3566666692495346,2,N,MinesTelecom/04018/sessi
m,1986.0,roubaix,fr,m,0.0,0.0,1,N,MinesTelecom/04017/sessi
m,1986.0,lambersart,fr,m,0.03720833299060663,0.08624999846021335,3,N,CNAM/01002S04/session04
m,1986.0,lambersart,fr,m,0.03720833299060663,0.08624999846021335,3,Y,MinesTelecom/04017/sessi
m,1986.0,lambersart,fr,m,0.03720833299060663,0.08624999846021335,3,N,MinesTelecom/04018/sessi
,,,,,0.28812500834465027,2.475000001490116,2,Y,course-v1:MinesTelecom+0
,,,,,0.16333333626389504,0.3766666680574417,5,Y,course-v1:MinesTelecom+0
,,,,,-0.054999999701976776,0.3375000059604645,1,N,CNAM/01002S04/session04
m,1967.0,royan,fr,other,0.08703703929980595,0.18796296417713165,9,N,CNAM/01002S04/session04
m,1967.0,royan,fr,other,0.08703703929980595,0.18796296417713165,9,N,MinesTelecom/04021/sessi
,,,,,0.3499999940395355,0.574999988079071,1,Y,course-v1:MinesTelecom+0
,,,,,0.2175000011920929,0.17499999701976776,1,N,MinesTelecom/04021S02/se
,,,,,0.10624999925494194,0.1250000037252903,2,N,course-v1:MinesTelecom+0
m,,,,,0.24444445222616196,0.25555556019147235,3,N,course-v1:MinesTelecom+0
m,1950.0,chaponnay,fr,hs,0.5,1.0,1,N,MinesTelecom/04017/sessi
m,1950.0,chaponnay,fr,hs,0.5,1.0,1,Y,MinesTelecom/04017S02/se
m,2005.0,matoury,gf,,0.0,0.0,1,N,course-v1:MinesTelecom+0
m,2005.0,matoury,gf,,0.0,0.0,1,N,MinesTelecom/04017S02/se
,,,,,0.32983333244919777,0.3477083370089531,2,N,CNAM/01002S04/session04
,,,,,0.43666666746139526,0.5266666412353516,1,Y,CNAM/01002S04/session04
,,vannes,fr,m,0.25857141613960266,0.37142857909202576,1,N,CNAM/01002S04/session04
,,vannes,fr,m,0.25857141613960266,0.37142857909202576,1,N,course-v1:MinesTelecom+0
,,vannes,fr,m,0.25857141613960266,0.37142857909202576,1,N,MinesTelecom/04017S02/se
,,vannes,fr,m,0.25857141613960266,0.37142857909202576,1,N,MinesTelecom/04018S02/se
,,,,,0.06000000238418579,0.08333333333333333,3,N,CNAM/01002S04/session04
,,,,,0.10000000149011612,0.25,1,N,course-v1:MinesTelecom+0
,,,,,0.23776042461395264,0.08437500521540642,2,Y,CNAM/01002S04/session04
,,,,,0.21250000596046448,0.15000000596046448,1,N,CNAM/01002S04/session04
,,,,,-0.09312499687075615,0.1374999973922968,2,N,course-v1:MinesTelecom+0
,,,,,0.10000000149011612,0.6000000238418579,1,N,course-v1:MinesTelecom+0
,,,,,0.07277777791023254,0.15777777632077536,6,N,MinesTelecom/04021S02/se
,,,,,0.207321435213089,0.30327381007373333,4,Y,CNAM/01002S04/session04
,,,,,0.18199999630451202,0.23000000417232513,1,N,CNAM/01002S04/session04
m,1993.0,el tarf,dz,b,0.1791666696468989,0.10833333556850751,6,Y,MinesTelecom/04017/sessi
m,1993.0,el tarf,dz,b,0.1791666696468989,0.10833333556850751,6,N,MinesTelecom/04018/sessi
,,,,,0.800000011920929,0.8999999761581421,1,N,course-v1:MinesTelecom+0
,,,,,0.5,0.20000000298023224,1,N,course-v1:MinesTelecom+0
,,,,,0.0982142873108387,0.28125,2,Y,CNAM/01002S04/session04
,,,,,0.35363636910915375,0.3272727280855179,2,N,CNAM/01002S04/session04
,,,,,0.35363636910915375,0.3272727280855179,2,N,course-v1:MinesTelecom+0
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
m,1993.0,casablanca,mr,hs,0.13333334028720856,0.13333334028720856,1,Y,MinesTelecom/04017/sessi
m,1993.0,casablanca,mr,hs,0.13333334028720856,0.13333334028720856,1,N,MinesTelecom/04017S02/se
m,1993.0,casablanca,mr,hs,0.13333334028720856,0.13333334028720856,1,N,MinesTelecom/04018/sessi
m,1993.0,casablanca,mr,hs,0.13333334028720856,0.13333334028720856,1,N,MinesTelecom/04018S02/se
m,1993.0,casablanca,mr,hs,0.13333334028720856,0.13333334028720856,1,N,MinesTelecom/04021/sessi
f,1984.0,bizertre,tn,p,0.32749998569488525,0.5249999761581421,1,N,course-v1:MinesTelecom+0
f,1984.0,bizertre,tn,p,0.32749998569488525,0.5249999761581421,1,N,MinesTelecom/04017S02/se
f,1984.0,bizertre,tn,p,0.32749998569488525,0.5249999761581421,1,N,MinesTelecom/04018S02/se
f,1951.0,,,m,0.15841159803999794,0.273650790254275,9,Y,MinesTelecom/04017/sessi
f,1951.0,,,m,0.15841159803999794,0.273650790254275,9,Y,MinesTelecom/04018/sessi
m,1968.0,mbacke,sn,m,0.19816666841506958,0.2541666626930237,3,N,course-v1:MinesTelecom+0
m,1968.0,mbacke,sn,m,0.19816666841506958,0.2541666626930237,3,Y,MinesTelecom/04017/sessi
m,1968.0,mbacke,sn,m,0.19816666841506958,0.2541666626930237,3,N,MinesTelecom/04017S02/se
m,1968.0,mbacke,sn,m,0.19816666841506958,0.2541666626930237,3,N,MinesTelecom/04018/sessi
m,1968.0,mbacke,sn,m,0.19816666841506958,0.2541666626930237,3,N,MinesTelecom/04021/sessi
m,1968.0,mbacke,sn,m,0.19816666841506958,0.2541666626930237,3,N,MinesTelecom/04021S02/se
,,,,,0.30000001192092896,0.20000000298023224,1,N,MinesTelecom/04021S02/se
m,1960.0,,fr,p,0.0,0.0,1,Y,MinesTelecom/04017S02/se
m,1960.0,,fr,p,0.0,0.0,1,N,MinesTelecom/04018S02/se
m,1960.0,,fr,p,0.0,0.0,1,N,MinesTelecom/04021S02/se
m,,,,,0.4000000059604645,0.32499999552965164,2,Y,course-v1:MinesTelecom+0
m,,,,,0.4000000059604645,0.32499999552965164,2,N,MinesTelecom/04021S02/se
,,,,,0.40666666626930237,0.3333333432674408,1,N,MinesTelecom/04018/sessi
,,,,,0.15000000596046448,0.1750000063329935,2,Y,course-v1:MinesTelecom+0
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
m,,,,,0.032812500993410744,0.2540277801454067,6,N,course-v1:MinesTelecom+0
m,1992.0,fes,ma,b,0.0,0.20000000298023224,1,N,MinesTelecom/04017/sessi
m,,,,,0.36666667461395264,0.20000000298023224,1,N,course-v1:MinesTelecom+0
,,,,,0.16785714030265808,0.1607142835855484,2,N,CNAM/01002S04/session04
m,1975.0,casablanca,ma,m,0.30000001192092896,0.20000000298023224,1,N,course-v1:MinesTelecom+0
m,1975.0,casablanca,ma,m,0.30000001192092896,0.20000000298023224,1,N,MinesTelecom/04017/sessi
m,1975.0,casablanca,ma,m,0.30000001192092896,0.20000000298023224,1,N,MinesTelecom/04018/sessi
m,1955.0,,,m,0.0,0.5,1,N,MinesTelecom/04017/sessi
m,1955.0,,,m,0.0,0.5,1,N,MinesTelecom/04017S02/se
m,1955.0,,,m,0.0,0.5,1,N,MinesTelecom/04018S02/se
m,1955.0,,,m,0.0,0.5,1,N,MinesTelecom/04021S02/se
m,1986.0,saint-louis,sn,m,0.0024999999441206455,0.07499999801317851,3,N,course-v1:MinesTelecom+0
m,1986.0,saint-louis,sn,m,0.0024999999441206455,0.07499999801317851,3,Y,MinesTelecom/04017S02/se
m,1986.0,saint-louis,sn,m,0.0024999999441206455,0.07499999801317851,3,N,MinesTelecom/04018/sessi
m,1986.0,saint-louis,sn,m,0.0024999999441206455,0.07499999801317851,3,N,MinesTelecom/04018S02/se
,,,,,0.0,0.0,2,N,course-v1:MinesTelecom+0
m,,,,,0.09972222273548444,0.16805556043982506,6,N,course-v1:MinesTelecom+0
,,,,,0.18884821496903897,0.23869047425687312,10,N,MinesTelecom/04018S02/se
m,1997.0,conakry,gn,jhs,0.0,0.0,1,N,MinesTelecom/04018S02/se
m,1984.0,bamako,ml,m,0.24833332933485508,0.3041666764765978,4,N,MinesTelecom/04017/sessi
m,,,,,0.127666670208176,0.2399999958773454,3,N,course-v1:MinesTelecom+0
m,,,,,0.127666670208176,0.2399999958773454,3,N,MinesTelecom/04021S02/se
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
m,,,,,0.11389814855323897,0.10244658341010411,9,N,course-v1:MinesTelecom+0
,,,,,-0.0991111050049464,0.27166666587193805,3,N,course-v1:MinesTelecom+0
m,1969.0,athis mons,fr,m,0.036249998956918716,0.1458333358168602,2,N,course-v1:MinesTelecom+0
m,1969.0,athis mons,fr,m,0.036249998956918716,0.1458333358168602,2,Y,MinesTelecom/04017S02/se
,,,,,0.10916666189829509,0.11041667064030965,3,N,course-v1:MinesTelecom+0
m,,,,,0.22634126842021943,0.3271349221467972,5,N,course-v1:MinesTelecom+0
m,1977.0,eragny,fr,jhs,0.17523809948137828,0.2595238121492522,7,N,MinesTelecom/04017/sessi
m,1977.0,eragny,fr,jhs,0.17523809948137828,0.2595238121492522,7,N,MinesTelecom/04018/sessi
,,,,,0.3723999857902527,0.15800000727176666,1,N,course-v1:MinesTelecom+0
m,1973.0,constantine,dz,p,0.3100000023841858,0.34285713732242584,2,N,course-v1:MinesTelecom+0
m,1973.0,constantine,dz,p,0.3100000023841858,0.34285713732242584,2,Y,MinesTelecom/04017S02/se
m,1973.0,constantine,dz,p,0.3100000023841858,0.34285713732242584,2,N,MinesTelecom/04018S02/se
,,,,,0.5,1.0,1,Y,CNAM/01002S04/session04
,,,,,-0.012500000186264515,0.17499999701976776,1,N,course-v1:MinesTelecom+0
,,,,,0.0,0.0,1,N,CNAM/01002S04/session04
,,,,,0.0,0.0,1,N,CNAM/01002S04/session04
m,1979.0,alicante,es,m,0.26250000298023224,0.20000000298023224,2,N,course-v1:MinesTelecom+0
m,1979.0,alicante,es,m,0.26250000298023224,0.20000000298023224,2,N,MinesTelecom/04017S02/se
m,1979.0,alicante,es,m,0.26250000298023224,0.20000000298023224,2,N,MinesTelecom/04018S02/se
m,1979.0,alicante,es,m,0.26250000298023224,0.20000000298023224,2,N,MinesTelecom/04021S02/se
m,1961.0,montpellier,fr,b,0.1653333306312561,0.49000000953674316,2,N,course-v1:MinesTelecom+0
m,1961.0,montpellier,fr,b,0.1653333306312561,0.49000000953674316,2,Y,MinesTelecom/04017/sessi
m,1961.0,montpellier,fr,b,0.1653333306312561,0.49000000953674316,2,Y,MinesTelecom/04018/sessi
m,1961.0,montpellier,fr,b,0.1653333306312561,0.49000000953674316,2,N,MinesTelecom/04021/sessi
,,,,,0.004166666883975267,0.09166666865348816,1,Y,course-v1:MinesTelecom+0
,,,,,0.5,0.20000000298023224,1,N,course-v1:MinesTelecom+0
,,,,,0.1599999964237213,0.05000000074505806,1,N,CNAM/01002S04/session04
,,,,,0.2750000059604645,0.10000000149011612,1,N,course-v1:MinesTelecom+0
,,,,,0.20250000059604645,0.10000000149011612,1,N,course-v1:MinesTelecom+0
,,,,,0.15188888874318865,0.1770370387368732,9,N,course-v1:MinesTelecom+0
,,,,,0.06666667014360428,0.13333334028720856,1,N,course-v1:MinesTelecom+0
,,,,,0.07500000298023224,0.0,2,N,CNAM/01002S04/session04
,,,,,0.1666666716337204,0.18333333730697632,1,N,course-v1:MinesTelecom+0
,,,,,0.1666666716337204,0.18333333730697632,1,N,MinesTelecom/04018/sessi
,,,,,0.8999999761581421,1.0,1,N,course-v1:MinesTelecom+0
m,1953.0,dax,fr,hs,0.35088889052470523,0.43444444239139557,3,N,MinesTelecom/04017/sessi
m,1953.0,dax,fr,hs,0.35088889052470523,0.43444444239139557,3,N,MinesTelecom/04018/sessi
m,1953.0,dax,fr,hs,0.35088889052470523,0.43444444239139557,3,N,MinesTelecom/04021/sessi
,,,,,0.0808333307504654,0.2566666603088379,1,N,course-v1:MinesTelecom+0
,,,,,0.2199999988079071,0.10000000149011612,1,N,CNAM/01002S04/session04
,,,,,0.2199999988079071,0.25,1,Y,MinesTelecom/04018/sessi
,,,,,0.01666666753590107,0.03333333507180214,1,Y,course-v1:MinesTelecom+0
m,1981.0,lome,tg,m,0.1274999976158142,0.26249998807907104,1,Y,MinesTelecom/04017/sessi
m,1981.0,lome,tg,m,0.1274999976158142,0.26249998807907104,1,Y,MinesTelecom/04018/sessi
,,,,,0.1333333346992731,0.14166666567325592,2,N,course-v1:MinesTelecom+0
m,1952.0,stenay,fr,hs,0.07578260925314996,0.2548550726926845,23,Y,MinesTelecom/04017/sessi
m,1952.0,stenay,fr,hs,0.07578260925314996,0.2548550726926845,23,N,MinesTelecom/04018/sessi
m,1952.0,stenay,fr,hs,0.07578260925314996,0.2548550726926845,23,N,MinesTelecom/04018S02/se
m,1952.0,stenay,fr,hs,0.07578260925314996,0.2548550726926845,23,N,MinesTelecom/04021/sessi
f,1963.0,bourg la reine,fr,m,0.16938370848074555,0.20949091985821724,20,N,MinesTelecom/04017S02/se
,,,,,0.0,0.0,16,N,CNAM/01002S04/session04
m,1973.0,antony,fr,b,0.009999999776482582,0.18333333730697632,1,N,MinesTelecom/04021/sessi
,,,,,0.16499999910593033,0.4125000014901161,2,N,CNAM/01002S04/session04
,,,,,-0.4950000047683716,0.44999998807907104,1,N,course-v1:MinesTelecom+0
m,,,,,0.12800000421702862,0.19865079410374165,4,N,course-v1:MinesTelecom+0
,,,,,0.03333333507180214,0.7333333492279053,1,N,course-v1:MinesTelecom+0
,,,,,0.25,0.25,1,N,course-v1:MinesTelecom+0
,,,,,0.15312499925494194,0.29374999552965164,2,N,course-v1:MinesTelecom+0
m,1959.0,montbeliard,fr,m,0.2557173877954483,0.2518405824899673,5,Y,MinesTelecom/04017S02/se
m,1959.0,montbeliard,fr,m,0.2557173877954483,0.2518405824899673,5,N,MinesTelecom/04018S02/se
f,1960.0,,,m,0.13487500371411443,0.18375000404193997,8,Y,MinesTelecom/04017/sessi
f,1960.0,,,m,0.13487500371411443,0.18375000404193997,8,Y,MinesTelecom/04018/sessi
f,1960.0,,,m,0.13487500371411443,0.18375000404193997,8,N,MinesTelecom/04021/sessi
m,1975.0,,,jhs,0.07999999821186066,-0.04500000178813934,1,N,MinesTelecom/04018/sessi
m,1983.0,,,m,0.0,0.0,1,N,CNAM/01002S04/session04
m,1983.0,,,m,0.0,0.0,1,N,MinesTelecom/04017/sessi
m,1983.0,,,m,0.0,0.0,1,N,MinesTelecom/04017S02/se
m,1983.0,,,m,0.0,0.0,1,N,MinesTelecom/04018/sessi
m,1983.0,,,m,0.0,0.0,1,N,MinesTelecom/04021/sessi
,,,,,0.03333333507180214,0.0833333358168602,1,Y,CNAM/01002S04/session04
,,,,,0.30000001192092896,0.5,1,N,course-v1:MinesTelecom+0
m,1969.0,,,m,0.10750000178813934,0.26874999701976776,2,Y,MinesTelecom/04017/sessi
m,1969.0,,,m,0.10750000178813934,0.26874999701976776,2,N,MinesTelecom/04018/sessi
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
,,,,,0.29750001430511475,0.15000000596046448,1,N,CNAM/01002S04/session04
,,,,,0.0,0.0,1,N,CNAM/01002S04/session04
m,1946.0,saint mitre les remparts,fr,m,0.2566666603088379,0.10833333432674408,1,N,MinesTelecom/04017/sessi
m,1974.0,nantes,fr,m,0.19875000417232513,0.375,1,N,MinesTelecom/04017S02/se
m,1980.0,lyon,fr,m,0.0821875013411045,0.7034166425466537,5,N,course-v1:MinesTelecom+0
m,1980.0,lyon,fr,m,0.0821875013411045,0.7034166425466537,5,N,MinesTelecom/04017S02/se
m,1980.0,lyon,fr,m,0.0821875013411045,0.7034166425466537,5,N,MinesTelecom/04018S02/se
m,1980.0,lyon,fr,m,0.0821875013411045,0.7034166425466537,5,N,MinesTelecom/04021S02/se
,,,,,0.02176757901906967,0.29250000417232513,2,N,course-v1:MinesTelecom+0
,,,,,0.13199999928474426,0.1274999976158142,2,Y,CNAM/01002S04/session04
m,1978.0,donnemarie dontilly,fr,b,0.11420726403594017,0.3016025722026825,4,N,course-v1:MinesTelecom+0
m,1978.0,donnemarie dontilly,fr,b,0.11420726403594017,0.3016025722026825,4,Y,MinesTelecom/04017/sessi
m,1978.0,donnemarie dontilly,fr,b,0.11420726403594017,0.3016025722026825,4,Y,MinesTelecom/04018/sessi
m,1978.0,donnemarie dontilly,fr,b,0.11420726403594017,0.3016025722026825,4,N,MinesTelecom/04021/sessi
f,1994.0,lyon,fr,hs,0.07616666456063588,0.10000000397364299,3,N,course-v1:MinesTelecom+0
f,1994.0,lyon,fr,hs,0.07616666456063588,0.10000000397364299,3,N,MinesTelecom/04017/sessi
f,1994.0,lyon,fr,hs,0.07616666456063588,0.10000000397364299,3,N,MinesTelecom/04018/sessi
,,,,,0.0,0.0,1,N,course-v1:MinesTelecom+0
,,,,,-0.03420833684504032,0.18145833412806192,6,N,course-v1:MinesTelecom+0
m,1992.0,kayseri,tr,b,0.1437500026077032,0.254166666418314,4,Y,MinesTelecom/04017/sessi
,,,,,0.22500000211099783,0.2666666756073634,3,N,course-v1:MinesTelecom+0
,,,,,0.08749999850988388,0.30000001192092896,1,Y,course-v1:MinesTelecom+0
m,1962.0,sezanne,fr,m,0.3840000033378601,0.25999999046325684,1,Y,MinesTelecom/04017S02/se
m,1962.0,sezanne,fr,m,0.3840000033378601,0.25999999046325684,1,N,MinesTelecom/04018S02/se
m,1962.0,sezanne,fr,m,0.3840000033378601,0.25999999046325684,1,N,MinesTelecom/04021S02/se
,,,,,0.22500000397364298,0.15000000099341074,3,N,course-v1:MinesTelecom+0
m,1963.0,massamagrell,es,b,0.15000000596046448,0.10000000149011612,3,Y,MinesTelecom/04017/sessi
m,1963.0,massamagrell,es,b,0.15000000596046448,0.10000000149011612,3,N,MinesTelecom/04018/sessi
m,1963.0,massamagrell,es,b,0.15000000596046448,0.10000000149011612,3,N,MinesTelecom/04021/sessi
m,1978.0,,,m,0.0533333346247673,0.38333332538604736,1,Y,course-v1:MinesTelecom+0
m,1978.0,,,m,0.0533333346247673,0.38333332538604736,1,N,MinesTelecom/04017/sessi
m,1978.0,,,m,0.0533333346247673,0.38333332538604736,1,N,MinesTelecom/04021/sessi
m,1985.0,port-au-prince,ht,a,0.14763668393371282,0.23131393392880759,27,N,course-v1:MinesTelecom+0
m,1985.0,port-au-prince,ht,a,0.14763668393371282,0.23131393392880759,27,N,MinesTelecom/04017S02/se
m,1985.0,port-au-prince,ht,a,0.14763668393371282,0.23131393392880759,27,N,MinesTelecom/04018S02/se
m,1985.0,port-au-prince,ht,a,0.14763668393371282,0.23131393392880759,27,N,MinesTelecom/04021S02/se
,,,,,0.23499999940395355,0.10000000149011612,1,N,CNAM/01002S04/session04
f,1987.0,aix en provence,fr,m,0.26394736766815186,0.40973684191703796,1,N,MinesTelecom/04018/sessi
,,,,,0.3799999952316284,0.4000000059604645,1,N,CNAM/01002S04/session04
m,,,,,0.20000000794728598,0.21111111342906952,3,Y,course-v1:MinesTelecom+0
m,1985.0,pau,fr,b,0.07208333164453506,0.3583333343267441,2,N,MinesTelecom/04017/sessi
m,1985.0,pau,fr,b,0.07208333164453506,0.3583333343267441,2,Y,MinesTelecom/04017S02/se
m,1985.0,pau,fr,b,0.07208333164453506,0.3583333343267441,2,N,MinesTelecom/04018/sessi
m,1985.0,pau,fr,b,0.07208333164453506,0.3583333343267441,2,N,MinesTelecom/04018S02/se
,,,,,0.16571428733212606,0.204761908522674,7,N,CNAM/01002S04/session04
,,,,,0.27399998903274536,0.25,1,N,CNAM/01002S04/session04
,,,,,0.3733333349227905,0.3333333432674408,1,N,MinesTelecom/04021S02/se
,,,,,0.14836525842547416,0.1575487032532692,5,N,CNAM/01002S04/session04
,,,,,0.17526786029338837,0.19488095279250825,7,Y,CNAM/01002S04/session04
f,,,,,0.15246667191386223,0.25416666865348814,5,Y,course-v1:MinesTelecom+0
,,,,,-0.10000000149011612,0.15000000596046448,1,N,course-v1:MinesTelecom+0
m,1980.0,lyon,fr,m,0.1712408885359764,0.2316250018775463,4,N,MinesTelecom/04017S02/se
m,1980.0,lyon,fr,m,0.1712408885359764,0.2316250018775463,4,N,MinesTelecom/04018S02/se
m,1985.0,teurtheville-hague,fr,m,0.02500000037252903,0.05000000074505806,1,N,MinesTelecom/04018S02/se
,,,,,0.0,0.0,1,N,MinesTelecom/04018/sessi
m,1990.0,yaounde,cm,hs,0.07333333045244217,0.0833333358168602,1,N,MinesTelecom/04018S02/se
,,,,,0.3110942877829075,0.3803289495408535,4,N,course-v1:MinesTelecom+0
m,1982.0,toulouse,fr,b,0.1599999964237213,0.27142858505249023,1,N,CNAM/01002S04/session04
m,1982.0,toulouse,fr,b,0.1599999964237213,0.27142858505249023,1,N,course-v1:MinesTelecom+0
